"module_name","Calendar Type","Credits"
"EAS21012 Korean Language 3B (Level 2)","Autumn Semester","10"
"EAS21013 Korean Language 4A (Level 2)","Spring Semester","20"
"EAS21014 Korean Language 4B (Level 2)","Spring Semester","10"
"DEN625 Clinical Paediatric Dentistry Practice Programme I","Academic year","75"
"DEN626 Clinical Paediatric Dentistry Practice Programme II","Academic year","90"
"DEN627 Clinical Paediatric Dentistry Practice Programme III","Academic year","90"
"DEN628 Paediatric Dentistry Thesis","Academic year","90"
"DEN629 Paediatric Dentistry Case Studies","Academic year","30"
"DEN6960 Literature Review","Graduate Year","10"
"DEN6970 General Research Skills","Graduate Year","10"
"ORP6021 Oral Histopathology III","Graduate Year","60"
"ORP606 Basic Principles of Pathology","Autumn Semester","15"
"ORP607 Basic Techniques in Histopathology","Autumn Semester","15"
"ORP608 Research Problems and Approaches","Academic year","15"
"ORP609 Laboratory Research Methods","Autumn Semester","15"
"ORP610 Diagnostic Oral Histopathology","Autumn Semester","30"
"ORP611 Advanced Oral Histopathology","Spring Semester","15"
"RSD6101 Specialty Programme 1: Endodontics","Academic year","45"
"RSD617 Principles of Periodontal Treatment","Autumn Semester","15"
"RSD618 Principles of Endodontics Treatment","Autumn Semester","15"
"RSD619 Principles of Conservative Dentistry","Academic year","60"
"RSD6201 Specialty Programme 2: Endodontics","Academic year","15"
"RSD622 Management of the Partially Dentate Patient","Spring Semester","30"
"RSD623 Research Project Literature Review","Academic year","30"
"RSD624 Clinical Practice Programme- New Patient I","Academic year","30"
"HST11002 Land of Liberty?  Rights in the USA, 1776-2016","Spring Semester","20"
"HST112 Paths from Antiquity to Modernity","Autumn Semester","20"
"HST115 The 'Disenchantment' of Early Modern Europe, c. 1570-1770","Spring Semester","20"
"HST116 Empire: From the Ancient World to the Middle Ages","Spring Semester","20"
"HST117 The Making of the Twentieth Century","Autumn Semester","20"
"HST120 History Workshop","Autumn Semester","20"
"HST2011 The Medieval Inquisition","Autumn Semester","20"
"HST202 Historians and History","Autumn Semester","20"
"HST2030 Appeasement, the Munich Crisis and the British People","Autumn Semester","20"
"HST2036 The Easter Rising: Living, Fighting and Dying in 1916","Autumn Semester","20"
"HST2041 Murder in the cathedral: the Becket Affair","Autumn Semester","20"
"HST2042 Religion in an Age of Terror:  Ancient Texts and the Making of Modern Israel.","Autumn Semester","20"
"HST209 Writing History","Spring Semester","20"
"HST21008 Life Worth Living","Autumn Semester","20"
"HST21009 Asian Britain: Travel, Migration, Diaspora","Autumn Semester","20"
"HST21010 The Gunpowder Plot","Autumn Semester","20"
"HST21011 Revolution, Reform and Crusade in 11th-c. Europe","Autumn Semester","20"
"HCS1002 Introduction to Practical Linguistics","Academic year","20"
"HCS1003 Participation and Society","Academic year","20"
"HCS1004 Speech, language, communication and literacy development in children","Autumn Semester","20"
"HCS1010 Biomedical Science","Academic year","20"
"HCS1011 Professional Practice 1","Academic year","30"
"HCS1012 Language cognition and communication in adults 1","Spring Semester","10"
"HCS2007 Language Analysis: Sound and Structure","Spring Semester","10"
"HCS2020 Key Clinical Topics 1","Academic year","20"
"HCS2021 Professional Practice 2","Academic year","20"
"HCS2022 Speech and Hearing Science","Academic year","20"
"HCS2023 Developmental disorders of communication","Autumn Semester","20"
"HCS2024 Language cognition and communication in adults 2","Spring Semester","20"
"HCS2025 Research Methods and Statistics","Spring Semester","10"
"HCS275 Speech, Language and Communication Development","Academic year","15"
"HCS276 Cognitive Development and Learning","Academic year","15"
"CIC6001 Introduction to HPC Computing","Autumn Semester","5"
"CIC6005 Application Programming using FORTRAN","Spring Semester","5"
"CIC6006 Application Programming using C/C++","Spring Semester","5"
"CIC6007 Application Programming using MATLAB","Spring Semester","5"
"CIC6010 Introduction to Programming Using Python","Autumn Semester","5"
"EDU6166 Social, Historical, Cultural and Institutional Contexts of Psychology","Autumn Semester","15"
"EDU6167 Research Methods in Psychology and Education I","Autumn Semester","15"
"EDU6168 Education, Teaching and Learning","Autumn Semester","30"
"EDU6186 Practice-based Inquiry","Spring Semester","30"
"EDU6187 Critical Reflection on Professional Development","Graduate Year","30"
"EDU6188 Language Learning and Pedagogy","Autumn Semester","30"
"EDU6189 Dissertation","Graduate Year","60"
"EDU6191 Research Methods in Psychology and Education II","Autumn Semester","15"
"EDU6192 Cognition, Psychology & Education","Autumn Semester","15"
"EEE338 Power Engineering","Academic year","20"
"EEE339 Digital Engineering","Academic year","20"
"EEE341 Electrical Power Systems","Autumn Semester","10"
"EEE345 Engineering Electromagnetics","Spring Semester","10"
"EEE347 Communication Engineering","Academic year","20"
"EEE348 Electronics and Devices","Academic year","20"
"EEE349 Power Engineering Electromagnetics","Autumn Semester","10"
"EEE350 Electromagnetic Fields and Devices","Academic year","20"
"EEE381 Individual Investigative Project","Academic year","40"
"EEE480 Individual Investigative Project","Academic year","45"
"EEE481 Group Project","Academic year","45"
"EEE6012 Antennas, Radar and Navigation","Spring Semester","10"
"APS604 Field Biology","Academic year","15"
"APS605 Biodiversity in Space and Time","Spring Semester","15"
"APS606 Issues in Evolutionary Biology","Spring Semester","15"
"APS6060 Advanced Statistics for Biologists","Graduate Year","5"
"APS607 Evolutionary Principles","Autumn Semester","15"
"APS608 Molecular Evolution and Genomics","Academic year","15"
"APS610 Science Communication for Researchers","Academic year","15"
"APS61010 Research & Communication Skills in Biology","Autumn Semester","15"
"APS61011 Advanced Biological Analysis","Academic year","15"
"APS61012 Research Dissertation","Autumn Semester","30"
"APS61013 Research Project","Academic year","60"
"APS61014 Science Communication Skills","Academic year","30"
"APS61015 Topical Science","Autumn Semester","15"
"APS61016 Future Crop Systems","Graduate Year","30"
"APS61017 Global Sustainability","Spring Semester","15"
"COM6015 Development of Secure Software","Spring Semester","15"
"COM6016 Cyber Threat Hunting and Digital Forensics","Autumn Semester","15"
"COM6017 Security of Control and Embedded Systems","Spring Semester","15"
"COM6063 Network and Internetwork Architectures","Autumn Semester","15"
"COM61003 Introduction to Responsible SLT Leadership","Graduate Year","15"
"COM61004 Introduction to Collaborative Research Practice for SLT","Graduate Year","15"
"COM61005 SLT Research and Leadership Practice 1: Scientific Foundation","Graduate Year","15"
"COM61006 SLT Research and Leadership Practice 2: Core Research","Graduate Year","15"
"COM6102 Advanced Java Programming","Spring Semester","15"
"COM6103 Team Software Project","Spring Semester","15"
"COM6115 Text Processing","Autumn Semester","15"
"COM6116 Theory of Distributed Systems","Spring Semester","15"
"COM6471 Foundations of Object Oriented Programming","Autumn Semester","15"
"COM6501 Computer Security and Forensics","Spring Semester","15"
"COM6502 Speech Processing","Autumn Semester","15"
"COM6503 3D Computer Graphics","Autumn Semester","15"
"COM6504 The Intelligent Web","Spring Semester","15"
"COM6506 Testing and Verification in Safety-Critical Systems","Autumn Semester","15"
"COM6507 Software and Hardware Verification","Spring Semester","15"
"CIV4211 Integrated Design Project - Concept Design Stage (Y4 Year Abroad Students Only)","Spring Semester","20"
"CIV4236 Advanced Concrete Design","Spring Semester","15"
"CIV4254 Structural Analysis and Design for Fire","Spring Semester","15"
"CIV4300 Introduction to Solute Mixing","Autumn Semester","15"
"CIV4415 Blast and Impact Effects on Structures","Spring Semester","15"
"CIV4445 Design of Earthquake Resistant Structures","Spring Semester","15"
"CIV4501 Advanced Geotechnics","Autumn Semester","15"
"CIV4503 Geotechnical Design","Spring Semester","15"
"CIV4704 Groundwater Engineering","Autumn Semester","10"
"CIV4730 Sustainable Drainage and Green Infrastructure","Spring Semester","15"
"CIV4746 Design of Water Distribution and Sewer Networks","Spring Semester","15"
"CIV4782 Sustainable Water Resources Systems","Spring Semester","15"
"CIV485 Civil Engineering Research Proposal","Autumn Semester","5"
"CIV486 Civil Engineering Research Skills","Autumn Semester","10"
"CIV4915 Urban Microclimate","Spring Semester","15"
"FRE667 Film Studies II (MUNDUS)","Spring Semester","20"
"FRE674 Haïti : La Tragédie (Histoire, politique et littérature de l'époque coloniale à nos jours) (MUNDUS)","Spring Semester","20"
"GEO21016 Analysing Geographical Data","Autumn Semester","10"
"GEO21017 Urban Culture and Conflict: The Making of Modern Cities","Spring Semester","20"
"GEO21018 Understanding Dynamic Landscapes","Autumn Semester","20"
"GEO21019 Putting Physical and Environmental Geographies into Practice","Spring Semester","20"
"GEO21020 Putting Human Geography into Practice","Spring Semester","20"
"GEO277 Environmental Pollution and Quality","Spring Semester","20"
"GEO3000 Urban Exploration","Spring Semester","20"
"GEO3002 Advanced Geospatial Analysis","Autumn Semester","20"
"GEO3003 Decolonising Geographies","Autumn Semester","20"
"GEO3004 Applied Volcanology","Autumn Semester","20"
"GEO3007 Lake District Fieldclass","Spring Semester","20"
"GEO3008 Landscape Evolution","Autumn Semester","20"
"GEO31006 Challenging Development","Spring Semester","20"
"GEO31007 The Planets","Spring Semester","20"
"GEO31008 Democracy and Citizenship: Dilemmas and Tensions","Spring Semester","20"
"GEO31009 Confronting the Anthropocene","Autumn Semester","20"
"GEO31010 Consumption and Sustainability","Autumn Semester","20"
"GEO31011 Our Frozen Planet","Spring Semester","20"
"GEO31012 Contemporary Geographical Research (L3)","Spring Semester","20"
"GEO31013 Creative Geographies: Media, Imaginaries and Politics","Spring Semester","20"
"GEO31014 Geoscientific Data Analysis using MATLAB","Autumn Semester","20"
"GEO356 Dissertation for Geography& Environmental Science","Academic year","40"
"GEO380 New Zealand Fieldclass","Spring Semester","20"
"GEO383 Urban Transformations","Autumn Semester","20"
"HAR61004 Dissertation (MSc Statistics with Medical Applications)","Graduate Year","60"
"HAR6112 International Healthcare Systems and Reimbursement Online","Spring Semester","15"
"HAR6113 Cost-effectiveness Modelling in International Health Technology Assessment Online","Spring Semester","15"
"HAR6118 Utility and Patient-reported Outcomes Data in HTA Online","Spring Semester","15"
"HAR6119 Building Cost-effectiveness Models for Health Technology Assessment Online","Spring Semester","15"
"HAR6167 Cost-effectiveness Modelling for Health Technology Assessment","Autumn Semester","15"
"HAR6168 Introduction to Health Economics","Autumn Semester","15"
"HAR6169 Study Design and Systematic Review Methods","Spring Semester","15"
"HAR6170 Medical Statistics and Evidence Synthesis","Autumn Semester","15"
"HAR6178 Further Statistical Methods for Health Economic Analysis","Spring Semester","15"
"HAR619 Epidemiology","Autumn Semester","15"
"HAR6211 Nutritional Biochemistry","Autumn Semester","15"
"HAR6212 Nutritional Epidemiology","Autumn Semester","15"
"HAR6213 Nutritional Physiology","Spring Semester","15"
"HAR6214 Nutrition in the Global South","Spring Semester","15"
"HAR6215 Nutrition in Health and Disease","Spring Semester","15"
"HAR6260 Economic Evaluation","Autumn Semester","15"
"HAR6501 Systematic Reviews and Critical Appraisal Techniques","Spring Semester","15"
"HAR6522 Confronting Public Health Problems","Spring Semester","15"
"HAR6531 Qualitative Research Design and Analysis","Spring Semester","15"
"HAR655 Public Health Informatics","Spring Semester","15"
"HAR672 Advanced Simulation Methods","Spring Semester","15"
"HAR673 Dissertation","Academic year","60"
"HAR674 Randomised Controlled Trials","Spring Semester","15"
"HSS6730 Modern Spanish Culture and Literature II (MUNDUS)","Spring Semester","20"
"HSS6830 Contemporary Portuguese Language and Literature II (MUNDUS)","Spring Semester","20"
"HSS6931 Catalan Culture and Literature II (Spring) (MUNDUS)","Spring Semester","20"
"ACE0349Y Extended Project (MUS)","Spring Semester","20"
"ACE0350 Introduction to the Social Sciences","Autumn Semester","20"
"ACE0351 Introduction to the Humanities","Autumn Semester","20"
"ACE0352 Introduction to the Natural Sciences","Autumn Semester","20"
"ACE0353 Time and Humanity","Academic year","20"
"ACE0354 Foundations of Biology (Core)","Autumn Semester","10"
"ACE0355 Foundations of Biology (Human)","Spring Semester","10"
"ACE0356 Foundations of Biology (Organisms & Environment)","Spring Semester","10"
"ACE0357 Foundations of Chemistry (Core)","Autumn Semester","10"
"ACE0358 Foundations of Chemistry (Further)","Spring Semester","10"
"ACE0359 Introduction to Health","Autumn Semester","20"
"ACE101 Academic and Professional Skills Development","Autumn Semester","30"
"ACE1361 Time and Humanity (Level 1)","Academic year","20"
"EGH328 Experiments in Digital Story-Telling","Spring Semester","20"
"EGH335 Theatre Practice: Research Project","Autumn Semester","20"
"EGH336 Theatre Practice: Performance Essay","Spring Semester","20"
"EGH601 Shakespeare and Early Women Dramatists","Spring Semester","30"
"EGH602 Research Methods In English Studies","Autumn Semester","30"
"EGH6025 Literature and Language in the Workplace","Spring Semester","15"
"EGH607 Research Methods","Autumn Semester","30"
"EGH610 Literary Language (History and Culture)","Autumn Semester","30"
"EGH61006 Contemporary Cinemas","Autumn Semester","30"
"EGH61009 American Nightmares: Socio-political Discourses in American Gothic Literature","Autumn Semester","30"
"EGH61010 Current Issues in Applied Linguistics","Spring Semester","15"
"EGH61011 Scenes in 20th Century American Poetry","Spring Semester","30"
"EGH61013 The Sacred and the Sexual: Gender, Sex, and the Bible","Autumn Semester","30"
"EGH611 Conference Organisation","Spring Semester","15"
"EGH619 Research Practice","Spring Semester","15"
"EGH621 Animal Writes: Beasts and Humans in the 20th and 21st Century Fiction","Spring Semester","30"
